action_type,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_zone_area,game_date,opponent,shot_id
Jump Shot,33.9893,0,55,-118.2698,1,3,0,2001-02,36,5,,Center(C),2002-01-04,PHX,30426
Jump Shot,33.9593,-111,85,-118.3808,5,3,0,2008-09,16,13,0.0,Left Side(L),2009-02-20,NOH,14080
Slam Dunk Shot,34.0443,0,0,-118.2698,6,1,0,2007-08,23,0,1.0,Center(C),2008-02-28,MIA,20867
Jump Shot,33.9263,146,118,-118.1238,3,2,0,2004-05,33,18,1.0,Right Side Center(RC),2004-12-11,LAC,11875
Jump Shot,33.8763,21,168,-118.2488,3,4,0,2008-09,48,16,0.0,Center(C),2009-01-02,UTA,14521
Jump Shot,33.9193,210,125,-118.0598,9,1,0,2001-02,1,24,0.0,Right Side Center(RC),2002-04-17,SAC,8264
Pullup Jump shot,33.8913,-119,153,-118.3888,3,1,0,2012-13,17,19,1.0,Left Side Center(LC),2013-03-25,GSW,18679
Driving Layup Shot,34.0463,-8,-2,-118.2778,0,3,0,2012-13,25,0,1.0,Center(C),2012-11-16,PHX,6856
Jump Shot,34.0213,236,23,-118.0338,2,2,0,2015-16,7,23,0.0,Right Side(R),2016-02-02,MIN,8598
Jump Shot,33.8573,-166,187,-118.4358,0,1,0,2009-10,31,25,0.0,Left Side Center(LC),2009-12-09,UTA,25986
Putback Layup Shot,34.0443,0,0,-118.2698,8,3,0,2008-09,31,0,1.0,Center(C),2009-03-29,ATL,27735
Jump Shot,34.0443,-187,0,-118.4568,10,3,0,2010-11,44,18,0.0,Left Side(L),2011-04-12,SAS,6902
Jump Shot,33.8823,-12,162,-118.2818,11,3,0,1999-00,43,16,1.0,Center(C),2000-04-10,SEA,18051
Turnaround Fadeaway shot,33.9043,-105,140,-118.3748,4,1,0,2011-12,7,17,0.0,Left Side Center(LC),2012-04-06,HOU,23964
Jump Shot,33.8613,-109,183,-118.3788,11,1,0,2014-15,4,21,0.0,Left Side Center(LC),2014-12-15,IND,21955
Jump Shot,34.0133,192,31,-118.0778,9,2,0,2005-06,49,19,,Right Side(R),2006-02-23,SAC,9950
Jump Shot,34.0013,-46,43,-118.3158,4,4,0,2007-08,31,6,1.0,Center(C),2008-01-14,SEA,16437
Jump Shot,33.9233,158,121,-118.1118,7,1,0,1998-99,43,19,0.0,Right Side Center(RC),1999-02-23,VAN,22648
Layup Shot,34.0443,0,0,-118.2698,3,3,1,2009-10,35,0,1.0,Center(C),2010-05-17,PHX,1446
Jump Shot,33.8223,-141,222,-118.4108,7,1,0,2001-02,47,26,0.0,Left Side Center(LC),2002-04-17,SAC,24867
Jump Shot,33.8063,-52,238,-118.3218,0,4,1,2003-04,56,24,0.0,Center(C),2004-05-25,MIN,14822
Jump Shot,33.8503,165,194,-118.1048,1,2,0,2010-11,41,25,1.0,Right Side Center(RC),2010-10-29,PHX,25314
Jump Shot,33.9283,26,116,-118.2438,0,3,0,2000-01,44,11,1.0,Center(C),2001-01-21,MIA,1696
Jump Shot,33.9113,123,133,-118.1468,10,3,0,2007-08,0,18,0.0,Right Side Center(RC),2008-02-26,POR,11085
Running Jump Shot,33.9283,159,116,-118.1108,4,2,0,2000-01,14,19,1.0,Right Side Center(RC),2000-12-01,SAS,16153
Jump Shot,33.8003,-103,244,-118.3728,4,3,0,2010-11,3,26,,Left Side Center(LC),2010-11-11,DEN,13384
Driving Finger Roll Layup Shot,34.0323,-24,12,-118.2938,11,1,1,2009-10,21,2,1.0,Center(C),2010-06-15,BOS,17959
Layup Shot,34.0443,0,0,-118.2698,2,2,0,2005-06,20,0,,Center(C),2005-12-09,CHI,22524
Jump Shot,34.0103,138,34,-118.1318,10,4,0,2001-02,57,14,0.0,Right Side(R),2002-03-06,UTA,20790
Jump Shot,33.9733,-147,71,-118.4168,11,3,0,2008-09,5,16,0.0,Left Side(L),2008-12-09,SAC,1631
Jump Shot,33.9733,-156,71,-118.4258,10,3,0,2004-05,59,17,0.0,Left Side(L),2005-03-10,DAL,270
Jump Shot,33.8353,-42,209,-118.3118,6,4,0,2000-01,43,21,1.0,Center(C),2001-02-28,DEN,1882
Driving Layup Shot,34.0443,0,0,-118.2698,8,2,0,2006-07,0,0,1.0,Center(C),2006-12-12,HOU,14524
Jump Shot,33.8713,181,173,-118.0888,0,1,0,2009-10,37,25,,Right Side Center(RC),2010-01-22,NYK,13901
Driving Layup Shot,34.0373,-8,7,-118.2778,1,1,0,2014-15,14,1,1.0,Center(C),2014-11-28,MIN,5075
Jump Shot,33.8583,126,186,-118.1438,8,3,0,2002-03,13,22,0.0,Right Side Center(RC),2003-03-20,SAC,5510
Running Jump Shot,34.0273,-46,17,-118.3158,9,4,0,2006-07,20,4,1.0,Center(C),2006-11-17,TOR,28863
Jump Shot,33.7873,-3,257,-118.2728,6,1,0,2005-06,45,25,0.0,Center(C),2006-01-22,TOR,25277
Jump Shot,33.7943,1,250,-118.2688,3,1,0,2005-06,53,25,0.0,Center(C),2006-02-15,ATL,25890
Reverse Layup Shot,34.0433,1,1,-118.2688,11,1,1,2011-12,11,0,1.0,Center(C),2012-05-18,OKC,2536
Jump Shot,33.8483,-169,196,-118.4388,5,3,0,2006-07,34,25,1.0,Left Side Center(LC),2007-01-22,GSW,11070
Turnaround Jump Shot,34.0033,37,41,-118.2328,0,2,0,2010-11,41,5,,Center(C),2010-12-01,HOU,28604
Jump Shot,33.8573,-177,187,-118.4468,3,3,1,2008-09,2,25,1.0,Left Side Center(LC),2009-04-27,UTA,14681
Jump Shot,33.8583,36,186,-118.2338,4,3,0,2010-11,50,18,,Center(C),2011-03-08,ATL,187
Running Jump Shot,33.9323,-163,112,-118.4328,1,2,0,2002-03,19,19,1.0,Left Side(L),2003-03-14,MIN,11972
Jump Shot,33.8323,133,212,-118.1368,8,4,0,2004-05,43,25,,Right Side Center(RC),2004-12-01,CHI,5559
Jump Shot,33.7953,-73,249,-118.3428,2,3,0,2012-13,11,25,,Center(C),2013-03-08,TOR,30059
Tip Shot,34.0443,0,0,-118.2698,3,2,1,2003-04,1,0,1.0,Center(C),2004-04-23,HOU,23570
Jump Shot,34.0303,204,14,-118.0658,3,2,1,2011-12,1,20,0.0,Right Side(R),2012-05-21,OKC,29539
Jump Shot,33.9483,-12,96,-118.2818,3,3,1,1999-00,14,9,1.0,Center(C),2000-05-14,PHX,26940
Pullup Jump shot,33.8323,-10,212,-118.2798,1,1,1,2007-08,16,21,1.0,Center(C),2008-05-23,SAS,6588
Jump Shot,33.8993,-71,145,-118.3408,7,2,0,2005-06,45,16,1.0,Left Side Center(LC),2006-04-09,LAC,17619
Jump Shot,33.9343,-108,110,-118.3778,5,1,0,2008-09,43,15,1.0,Left Side(L),2009-03-31,CHA,25679
Jump Shot,33.7913,-86,253,-118.3558,9,1,0,2000-01,34,26,0.0,Left Side Center(LC),2000-12-01,SAS,30623
Driving Dunk Shot,34.0443,0,0,-118.2698,4,1,1,2000-01,55,0,1.0,Center(C),2001-05-13,SAC,3916
Layup Shot,34.0503,9,-6,-118.2608,3,1,0,2013-14,51,1,1.0,Center(C),2013-12-13,OKC,447
Jump Shot,33.9993,-52,45,-118.3218,10,4,1,2003-04,20,6,0.0,Center(C),2004-04-17,HOU,28882
Jump Shot,33.8943,207,150,-118.0628,11,3,1,2003-04,22,25,0.0,Right Side Center(RC),2004-04-25,HOU,14032
Jump Shot,33.9133,-130,131,-118.3998,2,4,0,2010-11,35,18,,Left Side Center(LC),2010-11-03,SAC,17229
Jump Shot,33.9733,-52,71,-118.3218,7,1,0,2009-10,17,8,,Left Side(L),2009-11-15,HOU,21586
Fadeaway Jump Shot,33.9133,-76,131,-118.3458,0,4,0,2010-11,4,15,1.0,Left Side(L),2011-02-23,POR,7125
Driving Reverse Layup Shot,34.0433,-19,1,-118.2888,6,4,0,2012-13,13,1,1.0,Center(C),2013-01-01,PHI,20520
Jump Shot,33.9443,-79,100,-118.3488,7,1,1,2007-08,42,12,1.0,Left Side(L),2008-05-14,UTA,2441
Layup Shot,34.0443,0,0,-118.2698,4,1,1,2001-02,40,0,0.0,Center(C),2002-04-25,POR,3104
Jump Shot,33.8503,-85,194,-118.3548,2,3,0,1997-98,4,21,0.0,Left Side Center(LC),1998-01-24,SEA,11089
Jump Shot,33.9323,-195,112,-118.4648,9,3,0,2005-06,12,22,0.0,Left Side(L),2006-03-06,SAS,7693
Fadeaway Jump Shot,34.0633,166,-19,-118.1038,6,4,0,2003-04,1,16,,Right Side(R),2004-03-19,LAC,21159
Layup Shot,34.0443,0,0,-118.2698,1,1,0,2003-04,0,0,0.0,Center(C),2003-11-07,NOH,23359
Slam Dunk Shot,34.0443,0,0,-118.2698,8,4,0,1997-98,0,0,1.0,Center(C),1997-12-12,HOU,6095
Jump Shot,34.0133,54,31,-118.2158,5,2,0,2010-11,54,6,0.0,Center(C),2010-11-26,UTA,9487
Jump Shot,33.9283,51,116,-118.2188,10,4,0,2000-01,39,12,,Center(C),2000-11-27,LAC,18538
Jump Shot,33.8573,-126,187,-118.3958,6,1,1,2002-03,29,22,1.0,Left Side Center(LC),2003-05-07,SAS,21903
Jump Shot,33.9233,-117,121,-118.3868,3,3,0,2011-12,35,16,0.0,Left Side Center(LC),2011-12-25,CHI,28190
Jump Shot,33.9433,155,101,-118.1148,5,3,0,2000-01,34,18,0.0,Right Side(R),2001-03-07,TOR,13224
Reverse Layup Shot,34.0443,0,0,-118.2698,2,1,0,2001-02,31,0,1.0,Center(C),2002-03-27,PHX,21452
Jump Shot,33.8873,-220,157,-118.4898,8,1,0,2010-11,50,27,1.0,Left Side Center(LC),2010-11-17,DET,16914
Jump Shot,33.7813,12,263,-118.2578,4,4,0,2012-13,7,26,0.0,Center(C),2012-11-21,SAC,688
Driving Layup Shot,34.0443,0,0,-118.2698,7,4,0,2004-05,17,0,1.0,Center(C),2004-12-12,ORL,5209
Jump Shot,33.8773,-183,167,-118.4528,0,1,0,2008-09,35,24,1.0,Left Side Center(LC),2009-02-02,NYK,17161
Jump Shot,33.8993,84,145,-118.1858,2,3,0,2011-12,35,16,1.0,Right Side Center(RC),2012-01-06,GSW,8418
Jump Shot,34.0533,-230,-9,-118.4998,3,3,0,2003-04,27,23,0.0,Left Side(L),2003-12-04,DAL,29612
Driving Dunk Shot,34.0443,0,0,-118.2698,5,1,0,1998-99,33,0,,Center(C),1999-05-03,DAL,22709
Jump Shot,33.9533,-48,91,-118.3178,6,4,0,2000-01,0,10,0.0,Center(C),2001-02-18,IND,10346
Jump Shot,33.9513,-40,93,-118.3098,3,2,0,2011-12,14,10,1.0,Center(C),2011-12-31,DEN,4921
Driving Layup Shot,34.0443,0,0,-118.2698,8,1,0,2005-06,47,0,0.0,Center(C),2006-02-26,BOS,28660
Jump Shot,33.8433,-176,201,-118.4458,2,4,0,2005-06,19,26,0.0,Left Side Center(LC),2006-03-31,SEA,29922
Jump Shot,33.9053,100,139,-118.1698,8,3,0,1999-00,22,17,0.0,Right Side Center(RC),2000-03-31,PHI,25800
Jump Shot,33.9093,116,135,-118.1538,2,1,0,2008-09,33,17,1.0,Right Side Center(RC),2008-11-30,TOR,19521
Jump Shot,33.9453,-7,99,-118.2768,3,1,0,2010-11,2,9,,Center(C),2010-11-19,MIN,19601
Jump Shot,33.9963,81,48,-118.1888,7,3,0,2009-10,25,9,0.0,Right Side(R),2010-04-04,SAS,5463
Jump Shot,33.8463,84,198,-118.1858,3,1,0,2011-12,49,21,0.0,Right Side Center(RC),2011-12-26,SAC,13758
Jump Shot,33.7923,13,252,-118.2568,7,1,0,2012-13,43,25,1.0,Center(C),2012-12-13,NYK,27177
Alley Oop Dunk Shot,34.0443,0,0,-118.2698,6,1,0,2007-08,45,0,1.0,Center(C),2007-11-27,SEA,19568
Jump Shot,33.8823,-152,162,-118.4218,1,2,1,2008-09,45,22,0.0,Left Side Center(LC),2009-05-06,HOU,27995
Jump Shot,33.9183,45,126,-118.2248,1,5,0,2014-15,12,13,0.0,Center(C),2014-12-12,SAS,23907
Jump Shot,33.8023,-40,242,-118.3098,1,1,0,1997-98,49,24,0.0,Center(C),1998-01-21,PHX,27398
Slam Dunk Shot,34.0443,0,0,-118.2698,4,2,0,1998-99,30,0,1.0,Center(C),1999-04-11,SEA,19584
Driving Layup Shot,34.0383,18,6,-118.2518,0,3,0,2012-13,48,1,,Center(C),2013-04-12,GSW,26740
Jump Shot,33.8933,-117,151,-118.3868,10,1,0,2010-11,1,19,1.0,Left Side Center(LC),2011-03-10,MIA,1290
Jump Shot,33.9813,-128,63,-118.3978,1,4,0,1998-99,23,14,0.0,Left Side(L),1999-04-06,UTA,12774
Alley Oop Dunk Shot,34.0373,43,7,-118.2268,9,2,0,2001-02,49,4,1.0,Center(C),2002-01-09,IND,28521
Fadeaway Jump Shot,33.9503,95,94,-118.1748,7,1,0,2009-10,55,13,0.0,Right Side(R),2010-02-24,DAL,10693
Jump Shot,34.0083,-15,36,-118.2848,0,3,0,2014-15,3,3,,Center(C),2014-12-21,SAC,23742
Driving Layup Shot,34.0443,0,0,-118.2698,8,3,0,2006-07,21,0,1.0,Center(C),2006-12-10,SAS,10336
Jump Shot,33.7963,128,248,-118.1418,3,4,1,2003-04,44,27,0.0,Right Side Center(RC),2004-06-15,DET,30000
Jump Shot,33.8443,-73,200,-118.3428,0,5,0,2000-01,24,21,1.0,Left Side Center(LC),2000-11-16,SAC,26509
Layup Shot,34.0443,0,0,-118.2698,4,2,0,2004-05,2,0,0.0,Center(C),2004-11-28,NOP,30436
Jump Shot,33.7923,-110,252,-118.3798,1,2,0,2015-16,13,27,1.0,Left Side Center(LC),2015-10-28,MIN,23927
Jump Shot,33.7783,-38,266,-118.3078,2,1,1,2008-09,5,26,0.0,Center(C),2009-05-06,HOU,11906
Jump Shot,33.7893,-79,255,-118.3488,0,3,1,2003-04,29,26,0.0,Center(C),2004-06-10,DET,30467
Jump Shot,33.7873,37,257,-118.2328,0,2,0,2015-16,49,25,,Center(C),2015-12-01,PHI,15831
Turnaround Fadeaway shot,34.0053,73,39,-118.1968,5,2,0,2012-13,2,8,1.0,Right Side(R),2013-01-23,MEM,15736
Jump Shot,33.8253,-145,219,-118.4148,1,3,0,2005-06,43,26,1.0,Left Side Center(LC),2006-01-06,PHI,12159
Running Jump Shot,33.8783,112,166,-118.1578,9,4,0,2002-03,31,20,1.0,Right Side Center(RC),2003-04-08,DAL,18264
Jump Shot,33.9363,-138,108,-118.4078,6,4,1,2008-09,10,17,1.0,Left Side Center(LC),2009-05-06,HOU,18815
Jump Shot,34.0423,233,2,-118.0368,0,1,0,2003-04,40,23,1.0,Right Side(R),2004-02-29,NJN,12454
Jump Shot,33.9303,217,114,-118.0528,1,1,0,2007-08,39,24,,Right Side Center(RC),2007-12-23,NYK,6080
Jump Shot,34.0093,-62,35,-118.3318,2,1,0,2002-03,40,7,1.0,Center(C),2003-01-05,PHX,5458
Driving Layup Shot,34.0443,0,0,-118.2698,8,3,1,1998-99,52,0,0.0,Center(C),1999-05-13,HOU,29449
Jump Shot,34.0063,149,38,-118.1208,2,1,0,1999-00,33,15,1.0,Right Side(R),2000-01-19,CLE,11350
Layup Shot,34.0443,0,0,-118.2698,3,1,1,2000-01,15,0,1.0,Center(C),2001-05-13,SAC,12058
Jump Shot,33.8693,92,175,-118.1778,2,2,0,2015-16,48,19,1.0,Right Side Center(RC),2015-11-29,IND,18533
Driving Layup Shot,34.0443,0,0,-118.2698,5,1,0,2005-06,46,0,,Center(C),2006-03-30,SAS,4132
Layup Shot,34.0443,0,0,-118.2698,10,3,0,2006-07,45,0,0.0,Center(C),2006-11-26,NJN,16352
Jump Shot,33.9113,149,133,-118.1208,1,3,0,2007-08,44,19,0.0,Right Side Center(RC),2008-02-28,MIA,17421
Jump Shot,33.9703,-90,74,-118.3598,11,1,0,2008-09,47,11,0.0,Left Side(L),2009-03-19,GSW,23972
Jump Shot,33.8443,18,200,-118.2518,4,4,0,2012-13,17,20,,Center(C),2013-03-03,ATL,15409
Jump Shot,33.7953,1,249,-118.2688,0,3,0,2009-10,23,24,0.0,Center(C),2010-01-26,WAS,25195
Jump Shot,33.8613,89,183,-118.1808,0,1,0,2008-09,0,20,0.0,Right Side Center(RC),2008-11-05,LAC,4135
Jump Shot,33.9993,-171,45,-118.4408,11,1,1,2006-07,29,17,0.0,Left Side(L),2007-04-22,PHX,17034
Jump Shot,33.9353,186,109,-118.0838,8,3,0,2002-03,11,21,,Right Side(R),2002-12-28,DEN,9276
Layup Shot,34.0443,0,0,-118.2698,3,3,0,2009-10,40,0,0.0,Center(C),2010-02-28,DEN,23096
Jump Shot,33.8933,-1,151,-118.2708,9,4,0,1997-98,32,15,0.0,Center(C),1997-11-25,MIA,862
Driving Layup Shot,34.0443,0,0,-118.2698,8,4,1,2007-08,32,0,1.0,Center(C),2008-05-29,SAS,13405
Layup Shot,34.0443,7,0,-118.2628,10,3,0,2000-01,49,0,,Center(C),2001-01-30,CLE,16576
Jump Shot,33.8443,18,200,-118.2518,8,3,0,2011-12,5,20,0.0,Center(C),2012-01-19,MIA,24686
Jump Shot,34.0373,-159,7,-118.4288,4,2,0,2006-07,15,15,0.0,Left Side(L),2007-02-02,IND,22411
Driving Layup Shot,34.0443,0,0,-118.2698,0,2,0,2002-03,45,0,1.0,Center(C),2002-12-01,MIN,1943
Driving Dunk Shot,34.0443,0,0,-118.2698,6,1,0,2001-02,14,0,0.0,Center(C),2002-01-23,LAC,10296
Layup Shot,34.0443,3,0,-118.2668,2,1,1,2000-01,42,0,1.0,Center(C),2001-05-21,SAS,4332
Jump Shot,33.8053,83,239,-118.1868,3,2,0,2011-12,22,25,0.0,Right Side Center(RC),2011-12-27,UTA,28912
Layup Shot,34.0443,0,0,-118.2698,6,4,0,2006-07,25,0,1.0,Center(C),2006-12-15,HOU,14120
Reverse Layup Shot,34.0443,0,0,-118.2698,3,3,0,2001-02,11,0,0.0,Center(C),2001-10-30,POR,24357
Driving Layup Shot,34.0443,0,0,-118.2698,2,2,1,1999-00,19,0,1.0,Center(C),2000-04-27,SAC,3971
Jump Shot,34.0523,180,-8,-118.0898,9,3,0,2001-02,42,18,0.0,Right Side(R),2001-11-01,UTA,26583
Jump Shot,33.8803,67,164,-118.2028,2,1,0,2009-10,20,17,0.0,Right Side Center(RC),2010-03-26,OKC,26463
Jump Shot,34.0303,147,14,-118.1228,3,4,0,2008-09,1,14,0.0,Right Side(R),2008-11-28,DAL,27438
Jump Shot,33.8933,54,151,-118.2158,0,1,0,2011-12,1,16,1.0,Right Side Center(RC),2012-01-11,UTA,12852
Jump Shot,34.0713,-134,-27,-118.4038,9,2,0,1999-00,31,13,0.0,Left Side(L),1999-12-12,DET,13194
Driving Dunk Shot,34.0113,-12,33,-118.2818,3,1,0,2010-11,29,3,1.0,Center(C),2011-01-28,SAC,2776
Hook Shot,34.0093,-10,35,-118.2798,6,4,0,2005-06,5,3,0.0,Center(C),2006-02-28,ORL,4146
Tip Shot,34.0443,0,0,-118.2698,3,1,0,2007-08,55,0,1.0,Center(C),2007-11-29,DEN,27942
Jump Shot,33.8893,36,155,-118.2338,2,3,0,2006-07,32,15,0.0,Center(C),2007-02-21,POR,19002
Jump Shot,33.9403,114,104,-118.1558,4,1,0,2008-09,4,15,1.0,Right Side(R),2008-12-22,MEM,2412
Jump Shot,33.8683,-120,176,-118.3898,2,3,0,2008-09,46,21,0.0,Left Side Center(LC),2008-12-14,MIN,17479
Jump Shot,33.9913,-79,53,-118.3488,5,3,1,2002-03,15,9,,Left Side(L),2003-04-22,MIN,22450
Jump Shot,33.8553,-59,189,-118.3288,4,3,0,2002-03,44,19,,Center(C),2003-02-14,SAS,15458
Jump Shot,33.8903,-199,154,-118.4688,4,4,0,2015-16,19,25,1.0,Left Side Center(LC),2016-02-02,MIN,1547
Turnaround Bank shot,34.0113,-112,33,-118.3818,6,3,0,2010-11,31,11,1.0,Left Side(L),2011-01-21,DEN,20974
Jump Shot,33.9513,-98,93,-118.3678,7,1,0,2001-02,35,13,0.0,Left Side(L),2001-12-14,LAC,22419
Driving Layup Shot,34.0443,0,0,-118.2698,11,1,0,2005-06,25,0,1.0,Center(C),2006-04-16,PHX,6954
Layup Shot,34.0443,0,0,-118.2698,2,3,0,2005-06,2,0,0.0,Center(C),2006-03-12,SEA,3136
Jump Shot,33.8553,-51,189,-118.3208,7,3,0,2005-06,2,19,1.0,Center(C),2006-03-30,SAS,20241
Jump Shot,33.8083,-123,236,-118.3928,3,4,0,2008-09,28,26,1.0,Left Side Center(LC),2008-11-18,CHI,13233
Jump Shot,33.8603,-174,184,-118.4438,4,1,1,2007-08,39,25,,Left Side Center(LC),2008-05-07,UTA,15628
Fadeaway Jump Shot,33.9253,53,119,-118.2168,1,2,0,2009-10,58,13,1.0,Center(C),2009-11-22,OKC,29496
Jump Shot,33.8133,114,231,-118.1558,7,3,0,2014-15,42,25,0.0,Right Side Center(RC),2014-11-16,GSW,14716
Jump Shot,34.0523,222,-8,-118.0478,8,4,0,2003-04,30,22,0.0,Right Side(R),2004-04-06,POR,22804
Driving Layup Shot,34.0443,0,0,-118.2698,7,4,0,2006-07,19,0,1.0,Center(C),2006-12-19,CHI,3806
Layup Shot,34.0403,7,4,-118.2628,1,3,0,2012-13,37,0,0.0,Center(C),2013-02-03,DET,28684
Jump Shot,33.8323,40,212,-118.2298,8,3,1,1999-00,36,21,0.0,Center(C),2000-05-28,POR,24970
Jump Shot,33.8353,71,209,-118.1988,3,4,0,2007-08,57,22,0.0,Right Side Center(RC),2007-11-14,HOU,23816
Jump Shot,33.9263,-116,118,-118.3858,1,1,0,2008-09,57,16,0.0,Left Side Center(LC),2009-03-19,GSW,15161
Layup Shot,34.0443,0,0,-118.2698,1,2,1,1997-98,13,0,0.0,Center(C),1998-05-04,SEA,6775
Turnaround Jump Shot,34.0133,-146,31,-118.4158,10,4,0,2006-07,2,14,0.0,Left Side(L),2006-12-27,ORL,19679
Driving Reverse Layup Shot,34.0443,-13,0,-118.2828,4,3,1,2007-08,27,1,1.0,Center(C),2008-06-17,BOS,14063
Tip Shot,34.0443,0,0,-118.2698,0,4,0,2002-03,35,0,1.0,Center(C),2002-11-03,POR,16849
Jump Shot,33.8813,-4,163,-118.2738,0,3,0,2001-02,57,16,0.0,Center(C),2001-12-05,DAL,17642
Jump Shot,33.9033,-168,141,-118.4378,10,3,0,2004-05,3,21,0.0,Left Side Center(LC),2005-02-28,NYK,10021
Driving Layup Shot,34.0443,0,0,-118.2698,7,2,1,2007-08,6,0,,Center(C),2008-06-10,BOS,18644
Jump Shot,33.9103,108,134,-118.1618,10,1,0,1998-99,56,17,0.0,Right Side Center(RC),1999-04-09,MIN,22015
Jump Shot,33.8933,209,151,-118.0608,0,3,1,2005-06,0,25,0.0,Right Side Center(RC),2006-05-02,PHX,3328
Jump Shot,33.8953,-199,149,-118.4688,2,3,0,2015-16,0,24,0.0,Left Side Center(LC),2016-02-06,SAS,22616
Jump Shot,33.8923,-46,152,-118.3158,4,2,1,2000-01,1,15,0.0,Center(C),2001-06-06,PHI,7383
Jump Shot,33.9643,-2,80,-118.2718,7,1,0,2012-13,23,8,1.0,Center(C),2012-11-27,IND,27908
Driving Floating Jump Shot,33.9973,-9,47,-118.2788,8,4,0,2015-16,12,4,1.0,Center(C),2015-11-15,DET,1263
Jump Shot,33.8613,89,183,-118.1808,6,2,0,2007-08,23,20,1.0,Right Side Center(RC),2008-02-20,PHX,23597
Pullup Jump shot,33.8393,121,205,-118.1488,7,2,0,2011-12,31,23,1.0,Right Side Center(RC),2012-02-06,PHI,17360
Jump Shot,33.9883,11,56,-118.2588,6,4,0,2002-03,44,5,0.0,Center(C),2002-12-01,MIN,25991
Jump Shot,33.9043,-222,140,-118.4918,2,3,0,2005-06,2,26,0.0,Left Side Center(LC),2006-03-01,POR,22251
Jump Shot,33.9223,108,122,-118.1618,2,4,0,2005-06,32,16,,Right Side Center(RC),2005-11-08,ATL,13118
Jump Shot,33.9273,-140,117,-118.4098,4,1,0,2004-05,4,18,0.0,Left Side Center(LC),2005-01-02,DEN,13456
Jump Shot,33.9253,135,119,-118.1348,5,1,1,2008-09,59,17,0.0,Right Side Center(RC),2009-04-23,UTA,6583
Turnaround Jump Shot,33.9173,129,127,-118.1408,11,4,0,2001-02,45,18,1.0,Right Side Center(RC),2002-01-22,DEN,18772
Jump Shot,33.8753,-104,169,-118.3738,0,3,0,1999-00,28,19,1.0,Left Side Center(LC),2000-02-01,SAS,21120
Jump Shot,33.9043,123,140,-118.1468,9,1,0,2002-03,1,18,,Right Side Center(RC),2003-01-22,GSW,5022
Driving Layup Shot,34.0443,0,0,-118.2698,2,3,0,2002-03,38,0,1.0,Center(C),2002-12-08,UTA,23514
Jump Shot,33.9833,1,61,-118.2688,10,3,1,2007-08,50,6,0.0,Center(C),2008-06-15,BOS,12584
Jump Shot,34.0583,230,-14,-118.0398,8,1,0,2011-12,51,23,1.0,Right Side(R),2012-03-07,WAS,28084
Jump Shot,33.8763,141,168,-118.1288,11,3,0,2005-06,37,21,,Right Side Center(RC),2006-02-03,CHA,14996
Driving Layup Shot,34.0443,0,0,-118.2698,5,4,0,2000-01,4,0,1.0,Center(C),2001-02-07,PHX,11414
Running Layup Shot,34.0503,9,-6,-118.2608,10,1,0,2015-16,54,1,1.0,Center(C),2016-03-25,DEN,20267
Jump Shot,33.9343,-7,110,-118.2768,10,3,0,2014-15,53,11,0.0,Center(C),2014-11-04,PHX,22440
Jump Shot,33.9263,59,118,-118.2108,2,3,0,2014-15,42,13,0.0,Center(C),2015-01-15,CLE,29286
Jump Shot,33.8553,-171,189,-118.4408,7,3,0,2002-03,59,25,0.0,Left Side Center(LC),2003-01-12,MIA,9803
Jump Shot,33.9383,14,106,-118.2558,0,1,0,1997-98,1,10,,Center(C),1997-11-30,TOR,25922
Dunk Shot,34.0273,-8,17,-118.2778,1,2,0,2011-12,1,1,0.0,Center(C),2012-02-20,POR,20260
Running Bank shot,33.9813,70,63,-118.1998,2,4,0,2008-09,38,9,,Right Side(R),2008-12-03,PHI,19174
Driving Layup Shot,34.0443,0,0,-118.2698,0,1,0,2003-04,57,0,1.0,Center(C),2004-01-09,ATL,18242
Slam Dunk Shot,34.0443,0,0,-118.2698,6,3,0,1998-99,23,0,1.0,Center(C),1999-03-12,GSW,19405
Jump Shot,33.8393,-46,205,-118.3158,3,4,0,2014-15,32,21,0.0,Center(C),2014-12-14,MIN,4109
Jump Shot,33.8273,-149,217,-118.4188,4,4,0,2007-08,27,26,1.0,Left Side Center(LC),2008-01-17,PHX,5214
Layup Shot,34.0323,6,12,-118.2638,1,1,0,2006-07,22,1,,Center(C),2007-02-03,WAS,24666
Driving Layup Shot,34.0443,0,0,-118.2698,8,4,0,1998-99,28,0,0.0,Center(C),1999-04-03,GSW,3256
Jump Shot,33.8803,112,164,-118.1578,2,2,0,2005-06,27,19,0.0,Right Side Center(RC),2005-12-20,DAL,7324
Jump Shot,34.0183,23,26,-118.2468,8,3,0,2010-11,34,3,0.0,Center(C),2011-01-07,NOH,2691
Running Jump Shot,33.9533,52,91,-118.2178,7,4,0,2005-06,24,10,,Center(C),2005-11-03,PHX,14502
Cutting Layup Shot,34.0313,-4,13,-118.2738,4,4,0,2015-16,8,1,0.0,Center(C),2015-12-28,CHA,23774
Turnaround Fadeaway shot,33.9583,102,86,-118.1678,9,3,0,2010-11,6,13,,Right Side(R),2010-12-21,MIL,4628
Jump Shot,33.8043,128,240,-118.1418,10,1,0,2006-07,40,27,1.0,Right Side Center(RC),2007-03-25,GSW,26530
Layup Shot,34.0443,0,0,-118.2698,0,1,0,1999-00,21,0,1.0,Center(C),2000-03-09,GSW,1320
